,ID,Listing Name,Display Name,Sector,Brief Description,Address,Website,Phone,Social Media 1,Social Media 1 Type,Social Media 2,Social Media 2 Type,Social Media 3,Social Media 3 Type,Status,lon,lat
1364,#NAME?,117 East 101 St HDFC,117 East 101 St HDFC,Housing,117 East 101 St HDFC,117 East 101 St,,,,,,,,,,-73.949534,40.789476
1365,#NAME?,508 West 139 Street HDFC,508 West 139 Street HDFC,Housing,508 West 139 Street HDFC,508 West 139 Street,,,,,,,,,,-73.951111,40.821726
1366,#NAME?,840-50 St. Marks Avenue HDFC,840-50 St. Marks Avenue HDFC,Housing,840-50 St. Marks Avenue HDFC,840-850 St. Marks Avenue,,,,,,,,,,-73.944833,40.674699
1367,#NAME?,434 West 49 Street HDFC,434 West 49 Street HDFC,Housing,434 West 49 Street HDFC,434 West 49 St,,,,,,,,,,-73.990969,40.7635
1368,#NAME?,50 West 112 Street HDFC,50 West 112 Street HDFC,Housing,50 West 112 Street HDFC,50 West 112 St,,,,,,,,,,-73.95097,40.799213
1369,#NAME?,8 West 119th Street HDFC,8 West 119th Street HDFC,Housing,8 West 119th Street HDFC,8 W 119th Street,,,,,,,,,,-73.945607,40.802807
1370,#NAME?,490-2 Amsterdam Avenue HDFC,490-2 Amsterdam Avenue HDFC,Housing,490-2 Amsterdam Avenue HDFC,PO Box 289 Planetarium Station,,,,,,,,,,-73.976198,40.786103
1371,#NAME?,West 156 Street HDFC,West 156 Street HDFC,Housing,West 156 Street HDFC,535 West 156 St,,,,,,,,,,-73.943748,40.832801
1372,#NAME?,1486 Fifth Ave HDFC,1486 Fifth Ave HDFC,Housing,1486 Fifth Ave HDFC,1486 Fifth Ave,,,,,,,,,,-73.944937,40.802804
1373,#NAME?,Joint Approach HDFC,Joint Approach HDFC,Housing,Joint Approach HDFC,694 Classon Ave,,,,,,,,,,-73.959601,40.676254
1374,#NAME?,167-75 Havemeyer Street HDFC,167-75 Havemeyer Street HDFC,Housing,167-75 Havemeyer Street HDFC,167 Havemeyer Street,,,,,,,,,,-73.957837,40.711044
1375,#NAME?,227-29 East 14 Street HDFC,227-29 East 14 Street HDFC,Housing,227-29 East 14 Street HDFC,229 East 14 Street,,,,,,,,,,-73.985928,40.732791
1376,#NAME?,137-39 West 116 St HDFC,137-39 West 116 St HDFC,Housing,137-39 West 116 St HDFC,139 West 116 Street,,,,,,,,,,-73.951379,40.802759
1377,#NAME?,184 Van Buren Street HDFC,184 Van Buren Street HDFC,Housing,184 Van Buren Street HDFC,184 Van Buren St,,,,,,,,,,-73.938823,40.690525
1378,#NAME?,520 West 134th Street HDFC,520 West 134th Street HDFC,Housing,520 West 134th Street HDFC,520 West 134th Street,,,,,,,,,,-73.954371,40.818893
1379,#NAME?,2775-79 Eighth Ave HDFC,2775-79 Eighth Ave HDFC,Housing,2775-79 Eighth Ave HDFC,2779 Eighth Ave,,,,,,,,,,-73.940786,40.824498
1380,#NAME?,214 Bradhurst Avenue HDFC,214 Bradhurst Avenue HDFC,Housing,214 Bradhurst Avenue HDFC,214 Bradhurst Ave,,,,,,,,,,-73.939491,40.827899
1381,#NAME?,611 West 136 ST HDFC,611 West 136 ST HDFC,Housing,611 West 136 ST HDFC,611 West 136th Street,,,,,,,,,,-73.955368,40.821125
1382,#NAME?,Saxonia 601 West 136 St HDFC,Saxonia 601 West 136 St HDFC,Housing,Saxonia 601 West 136 St HDFC,601 West 136 St,,,,,,,,,,-73.954934,40.820939
1383,#NAME?,546 West 156 Street HDFC,546 West 156 Street HDFC,Housing,546 West 156 Street HDFC,546 West 156 St,,,,,,,,,,-73.944023,40.832857
1384,#NAME?,500 West 173 Street HDFC,500 West 173 Street HDFC,Housing,500 West 173 Street HDFC,500 WEst 173 St,,,,,,,,,,-73.935031,40.843061
1385,#NAME?,1580 Amsterdam Ave HDFC,1580 Amsterdam Ave HDFC,Housing,1580 Amsterdam Ave HDFC,501 West 138 St,,,,,,,,,,-73.951162,40.820986
1386,#NAME?,562 West 186 Street HDFC,562 West 186 Street HDFC,Housing,562 West 186 Street HDFC,562 West 186 Street,,,,,,,,,,-73.931026,40.85213
1387,#NAME?,Trinity Studio HDFC,Trinity Studio HDFC,Housing,Trinity Studio HDFC,550 West 153 St,,,,,,,,,,-73.946421,40.831292
1388,#NAME?,67-69 St Nicholas Ave HDFC,67-69 St Nicholas Ave HDFC,Housing,67-69 St Nicholas Ave HDFC,67 St Nicholas Avenue,,,,,,,,,,-73.952739,40.801266
1389,#NAME?,543-45 West 160 Street HDFC,543-45 West 160 Street HDFC,Housing,543-45 West 160 Street HDFC,543 W 160 St,,,,,,,,,,-73.942577,40.835566
1390,#NAME?,258-60 West 117th Street HDFC,258-60 West 117th Street HDFC,Housing,258-60 West 117th Street HDFC,258-60 West 117 Street,,,,,,,,,,-73.953604,40.804533
1391,#NAME?,19 Scholes St HDFC,19 Scholes St HDFC,Housing,19 Scholes St HDFC,19 Scholes St,,,,,,,,,,-73.949747,40.708185
1392,#NAME?,578 Ralph Ave HDFC,578 Ralph Ave HDFC,Housing,578 Ralph Ave HDFC,578 Ralph Ave,,,,,,,,,,-73.922679,40.669389
1393,#NAME?,233 Stuyvesant Avenue HDFC,233 Stuyvesant Avenue HDFC,Housing,233 Stuyvesant Avenue HDFC,233 Stuyvesant Ave,,,,,,,,,,-73.932611,40.68666
1394,#NAME?,129-35 Ridge Street HDFC,129-35 Ridge Street HDFC,Housing,129-35 Ridge Street HDFC,135 Ridge St,,,,,,,,,,-73.982928,40.719528
1395,#NAME?,550 Ft Washington Avenue HDFC,550 Ft Washington Avenue HDFC,Housing,550 Ft Washington Avenue HDFC,550 Ft Washington Ave,,,,,,,,,,-73.937324,40.853613
1396,#NAME?,1201 Shakespeare Avenue HDFC,1201 Shakespeare Avenue HDFC,Housing,1201 Shakespeare Avenue HDFC,1201 Shakespeare Ave,,,,,,,,,,-73.923344,40.836703
1397,#NAME?,1372 Franklin Avenue HDFC,1372 Franklin Avenue HDFC,Housing,1372 Franklin Avenue HDFC,1372 Franklin Ave,,,,,,,,,,-73.900622,40.83347
1398,#NAME?,2114 Belmont Avenue HDFC,2114 Belmont Avenue HDFC,Housing,2114 Belmont Avenue HDFC,2114 Belmont Ave,,,,,,,,,,-73.889443,40.849082
1399,#NAME?,248 Madison Street HDFC,248 Madison Street HDFC,Housing,248 Madison Street HDFC,248 Madison St,,,,,,,,,,-73.948869,40.684888
1400,#NAME?,2000 Daly Avenue HDFC,2000 Daly Avenue HDFC,Housing,2000 Daly Avenue HDFC,2000 Daly Ave,,,,,,,,,,-73.882917,40.842936
1401,#NAME?,323-25 Bedford Avenue HDFC,323-25 Bedford Avenue HDFC,Housing,323-25 Bedford Avenue HDFC,323-25 Bedford Ave,,,,,,,,,,-73.962269,40.712901
1402,#NAME?,74 Fifth Avenue HDFC,74 Fifth Avenue HDFC,Housing,74 Fifth Avenue HDFC,74 5th Avenue,,,,,,,,,,-73.9776,40.680669
1403,#NAME?,UNIDAD Y PROGRESO HDFC,UNIDAD Y PROGRESO HDFC,Housing,UNIDAD Y PROGRESO HDFC,280 Dean St,,,,,,,,,,-73.982431,40.684355
1404,#NAME?,12 St. Marks Place HDFC,12 St. Marks Place HDFC,Housing,12 St. Marks Place HDFC,12 St Marks Place,,,,,,,,,,-73.982106,40.682556
1405,#NAME?,511 Park Place HDFC,511 Park Place HDFC,Housing,511 Park Place HDFC,511 Park Place,,,,,,,,,,-73.960833,40.675057
1406,#NAME?,1040 Carroll Street HDFC,1040 Carroll Street HDFC,Housing,1040 Carroll Street HDFC,1040 Carroll St,,,,,,,,,,-73.95657,40.667498
1407,#NAME?,2182 Atlantic Avenue HDFC,2182 Atlantic Avenue HDFC,Housing,2182 Atlantic Avenue HDFC,2182 Atlantic Avenue,,,,,,,,,,-73.9141,40.676428
1408,#NAME?,563 Howard Avenue HDFC,563 Howard Avenue HDFC,Housing,563 Howard Avenue HDFC,563 Howard Ave,,,,,,,,,,-73.919983,40.668602
1409,#NAME?,2149-53 Pacific Street HDFC,2149-53 Pacific Street HDFC,Housing,2149-53 Pacific Street HDFC,2151 Pacific St,,,,,,,,,,-73.915199,40.675805
1410,#NAME?,141 MacDonough Street HDFC,141 MacDonough Street HDFC,Housing,141 MacDonough Street HDFC,141 MacDonough St,,,,,,,,,,-73.9408,40.681362
1411,#NAME?,621-23 East 6 St HDFC,621-23 East 6 St HDFC,Housing,621-23 East 6 St HDFC,623 East 6 Street,,,,,,,,,,-73.980388,40.723998
1412,#NAME?,407-9 Keap Street HDFC,407-9 Keap Street HDFC,Housing,407-9 Keap Street HDFC,407 Keap Street,,,,,,,,,,-73.953389,40.711028
1413,#NAME?,330-32 South 3 Street HDFC,330-32 South 3 Street HDFC,Housing,330-32 South 3 Street HDFC,330 South 3 St,,,,,,,,,,-73.954048,40.709384
1414,#NAME?,65-67 Java Street HDFC,65-67 Java Street HDFC,Housing,65-67 Java Street HDFC,65 Java St,,,,,,,,,,-73.958522,40.731237
1415,#NAME?,195 South 4 Street HDFC,195 South 4 Street HDFC,Housing,195 South 4 Street HDFC,195 South 4th Street,,,,,,,,,,-73.960309,40.710954
1416,#NAME?,37 Kingsland Avenue HDFC,37 Kingsland Avenue HDFC,Housing,37 Kingsland Avenue HDFC,37 Kingsland Ave,,,,,,,,,,-73.940305,40.717463
1417,#NAME?,1158 Dekalb Avenue HDFC,1158 Dekalb Avenue HDFC,Housing,1158 Dekalb Avenue HDFC,1158 Dekalb Ave,,,,,,,,,,-73.92875,40.69482
1418,#NAME?,352-54 West 48 Street HDFC,352-54 West 48 Street HDFC,Housing,352-54 West 48 Street HDFC,354 West 48 St,,,,,,,,,,-73.989304,40.761967
1419,#NAME?,313 Milford Street HDFC,313 Milford Street HDFC,Housing,313 Milford Street HDFC,313 Milford St,,,,,,,,,,-73.876298,40.671466
1420,#NAME?,14 East 96 Street HDFC,14 East 96 Street HDFC,Housing,14 East 96 Street HDFC,14 East 96 St,,,,,,,,,,-73.926026,40.665166
1421,#NAME?,103 Clinton St HDFC,103 Clinton St HDFC,Housing,103 Clinton St HDFC,103 Clinton St,,,,,,,,,,-73.985751,40.718286
1422,#NAME?,237-39 Hancock Street HDFC,237-39 Hancock Street HDFC,Housing,237-39 Hancock Street HDFC,237-9 Hancock St,,,,,,,,,,-73.946484,40.683159
1423,#NAME?,1 West 126th Street HDFC,1 West 126th Street HDFC,Housing,1 West 126th Street HDFC,1 West 126 St,,,,,,,,,,-73.942143,40.807282
1424,#NAME?,1898 Longfellow Avenue HDFC,1898 Longfellow Avenue HDFC,Housing,1898 Longfellow Avenue HDFC,1898 Longfellow Ave,,,,,,,,,,-73.882379,40.838861
1425,#NAME?,401 West 152 Street HDFC,401 West 152 Street HDFC,Housing,401 West 152 Street HDFC,401 West 152 St,,,,,,,,,,-73.941905,40.82863
1426,#NAME?,44 Downing Street HDFC,44 Downing Street HDFC,Housing,44 Downing Street HDFC,44 Downing St,,,,,,,,,,-74.004267,40.729124
1427,#NAME?,420-24 West 146 Street HDFC,420-24 West 146 Street HDFC,Housing,420-24 West 146 Street HDFC,424West 146 St,,,,,,,,,,-73.945506,40.825199
1428,#NAME?,316 West 112 Street HDFC,316 West 112 Street HDFC,Housing,316 West 112 Street HDFC,316 West 112 St,,,,,,,,,,-73.958474,40.802281
1429,#NAME?,506 West 145 Street HDFC,506 West 145 Street HDFC,Housing,506 West 145 Street HDFC,506 West 145 St,,,,,,,,,,-73.948349,40.82552
1430,#NAME?,175 Rivington Street HDFC,175 Rivington Street HDFC,Housing,175 Rivington Street HDFC,175 Rivington St,,,,,,,,,,-73.984641,40.718927
1431,#NAME?,1021-7 Avenue St John HDFC,1021-7 Avenue St John HDFC,Housing,1021-7 Avenue St John HDFC,1021 Ave St John,,,,,,,,,,-73.901462,40.813308
1432,#NAME?,424 East 115th Street HDFC,424 East 115th Street HDFC,Housing,424 East 115th Street HDFC,424 East 115 St,,,,,,,,,,-73.934967,40.79489
1433,#NAME?,3681 Broadway HDFC,3681 Broadway HDFC,Housing,3681 Broadway HDFC,3681 Broadway,,,,,,,,,,-73.947029,40.831292
1434,#NAME?,2 Arlington Place HDFC,2 Arlington Place HDFC,Housing,2 Arlington Place HDFC,2 Arlington Place,,,,,,,,,,-73.951461,40.681503
1435,#NAME?,318 Union Ave HDFC,318 Union Ave HDFC,Housing,318 Union Ave HDFC,318 Union Ave,,,,,,,,,,-73.950909,40.709893
1436,#NAME?,388 Halsey Street HDFC,388 Halsey Street HDFC,Housing,388 Halsey Street HDFC,388 Halsey Street,,,,,,,,,,-73.938513,40.683073
1437,#NAME?,318-320 East 151 St HDFC,318-320 East 151 St HDFC,Housing,318-320 East 151 St HDFC,320 East 151 Street,,,,,,,,,,-73.919989,40.818252
1438,#NAME?,185 East 163rd Street HDFC,185 East 163rd Street HDFC,Housing,185 East 163rd Street HDFC,185 East 163rd Street,,,,,,,,,,-73.920744,40.828303
1439,#NAME?,1045 Anderson Avenue HDFC,1045 Anderson Avenue HDFC,Housing,1045 Anderson Avenue HDFC,1045 Anderson Ave,,,,,,,,,,-73.926391,40.833361
1440,#NAME?,1015 Longwood Avenue HDFC,1015 Longwood Avenue HDFC,Housing,1015 Longwood Avenue HDFC,1015 Longwood Avenue,,,,,,,,,,-73.896724,40.816653
1441,#NAME?,Destiny Co-op HDFC,Destiny Co-op HDFC,Housing,Destiny Co-op HDFC,475 Prospect Place,,,,,,,,,,-73.960666,40.675977
1442,#NAME?,984 Simpson St HDFC,984 Simpson St HDFC,Housing,984 Simpson St HDFC,984 Simpson St,,,,,,,,,,-73.892863,40.822313
1443,#NAME?,495 East 178 Street HDFC,495 East 178 Street HDFC,Housing,495 East 178 Street HDFC,495 East 178 Street,,,,,,,,,,-73.896721,40.848139
1444,#NAME?,176-78 West 81 St HDFC,176-78 West 81 St HDFC,Housing,176-78 West 81 St HDFC,178 West 81 Street,,,,,,,,,,-73.977017,40.784285
1445,#NAME?,705-7 East 179 Street HDFC,705-7 East 179 Street HDFC,Housing,705-7 East 179 Street HDFC,705-07 East 179 St,,,,,,,,,,-73.889602,40.846638
1446,#NAME?,211 St James Place HDFC,211 St James Place HDFC,Housing,211 St James Place HDFC,211 St James Pl,,,,,,,,,,-73.963607,40.683249
1447,#NAME?,450/454 West 152 Street HDFC,450/454 West 152 Street HDFC,Housing,450/454 West 152 Street HDFC,450-54 West 154 St,,,,,,,,,,-73.942609,40.830457
1448,#NAME?,110 Forsyth Street HDFC,110 Forsyth Street HDFC,Housing,110 Forsyth Street HDFC,"10914 34th Ave, Corona",,,,,,,,,,-73.859518,40.756339
1449,#NAME?,55-55 1/2 Downing Street HDFC,55-55 1/2 Downing Street HDFC,Housing,55-55 1/2 Downing Street HDFC,55 Downing St,,,,,,,,,,-74.004392,40.729139
1450,#NAME?,568 West 171 St HDFC,568 West 171 St HDFC,Housing,568 West 171 St HDFC,568 West 171 St,,,,,,,,,,-73.93815,40.842758
1451,#NAME?,115-17 South 8 Street HDFC,115-17 South 8 Street HDFC,Housing,115-17 South 8 Street HDFC,117 South 8 St,,,,,,,,,,-73.964349,40.709585
1452,#NAME?,452 Bedford Avenue HDFC,452 Bedford Avenue HDFC,Housing,452 Bedford Avenue HDFC,452 Bedford Avenue,,,,,,,,,,-73.964286,40.708377
1453,#NAME?,The Convent HDFC,The Convent HDFC,Housing,The Convent HDFC,64 Havemeyer Street,,,,,,,,,,-73.954732,40.714675
1454,#NAME?,384-86 Keap Street HDFC,384-86 Keap Street HDFC,Housing,384-86 Keap Street HDFC,384-86 Keap St,,,,,,,,,,-73.953678,40.710447
1455,#NAME?,74 Richardson Street HDFC,74 Richardson Street HDFC,Housing,74 Richardson Street HDFC,74 Richardson St,,,,,,,,,,-73.949235,40.71835
1456,#NAME?,890 Flushing Ave HDFC,890 Flushing Ave HDFC,Housing,890 Flushing Ave HDFC,890 Flushing Ave,,,,,,,,,,-73.936181,40.70206
1457,#NAME?,Safe Haven HDFC,Safe Haven HDFC,Housing,Safe Haven HDFC,164 Bleecker St,,,,,,,,,,-73.919763,40.696586
1458,#NAME?,1095 Bushwick Ave HDFC,1095 Bushwick Ave HDFC,Housing,1095 Bushwick Ave HDFC,1095 Bushwick Ave,,,,,,,,,,-73.919142,40.690278
1459,#NAME?,Rogers Ave Homesteaders HDFC,Rogers Ave Homesteaders HDFC,Housing,Rogers Ave Homesteaders HDFC,588 Rogers Ave,,,,,,,,,,-73.95321,40.657349
1460,#NAME?,25 Stratford Road HDFC,25 Stratford Road HDFC,Housing,25 Stratford Road HDFC,25 Stratford Road,,,,,,,,,,-73.969521,40.648106
1461,#NAME?,Casi Alba Homesteaders HDFC,Casi Alba Homesteaders HDFC,Housing,Casi Alba Homesteaders HDFC,393 East 10th Street,,,,,,,,,,-73.977764,40.725986
1462,#NAME?,525 East 6 Street HDFC,525 East 6 Street HDFC,Housing,525 East 6 Street HDFC,525 East 6 St,,,,,,,,,,-73.982661,40.724951
1463,#NAME?,231 East 10 St HDFC,231 East 10 St HDFC,Housing,231 East 10 St HDFC,231 East 10 St,,,,,,,,,,-73.985243,40.729147
1464,#NAME?,19 Bedford Street HDFC,19 Bedford Street HDFC,Housing,19 Bedford Street HDFC,19 Bedford St,,,,,,,,,,-74.003495,40.729005
1465,#NAME?,New Era HDFC,New Era HDFC,Housing,New Era HDFC,408 West 25 St,,,,,,,,,,-74.001018,40.74801
1466,#NAME?,404 West 48 Street HDFC,404 West 48 Street HDFC,Housing,404 West 48 Street HDFC,404 West 48 St,,,,,,,,,,-73.990405,40.762438
1467,#NAME?,458 West 57 Street HDFC,458 West 57 Street HDFC,Housing,458 West 57 Street HDFC,458 West 57 St,,,,,,,,,,-73.988318,40.768981
1468,#NAME?,1834 Second Avenue HDFC,1834 Second Avenue HDFC,Housing,1834 Second Avenue HDFC,1834 Second Ave,,,,,,,,,,-73.947682,40.783394
1469,#NAME?,2159 First Avenue HDFC,2159 First Avenue HDFC,Housing,2159 First Avenue HDFC,2159-61 First Ave,,,,,,,,,,-73.937535,40.793141
1470,#NAME?,1931 Madison Avenue HDFC,1931 Madison Avenue HDFC,Housing,1931 Madison Avenue HDFC,1931 Madison Ave,,,,,,,,,,-73.940855,40.805046
1471,#NAME?,10-12 West 107 Street HDFC,10-12 West 107 Street HDFC,Housing,10-12 West 107 Street HDFC,10 West 107 St,,,,,,,,,,-73.960316,40.79902
1472,#NAME?,The Monterey HDFC,The Monterey HDFC,Housing,The Monterey HDFC,351 West 114 Street,,,,,,,,,,-73.957976,40.803837
1473,#NAME?,1046 Amsterdam Ave HDFC,1046 Amsterdam Ave HDFC,Housing,1046 Amsterdam Ave HDFC,1046 Amsterdam Avenue,,,,,,,,,,-73.963225,40.803891
1474,#NAME?,127 West 133 Street HDFC,127 West 133 Street HDFC,Housing,127 West 133 Street HDFC,127 West 133 St,,,,,,,,,,-73.943016,40.813339
1475,#NAME?,448-50 St Nicholas Avenue HDFC,448-50 St Nicholas Avenue HDFC,Housing,448-50 St Nicholas Avenue HDFC,448-50 St Nicholas Ave,,,,,,,,,,-73.948676,40.815234
1476,#NAME?,St. Agnes Apartments HDFC,St. Agnes Apartments HDFC,Housing,St. Agnes Apartments HDFC,41 Convent Avenue,,,,,,,,,,-73.953024,40.814552
1477,#NAME?,307 West 153 Street HDFC,307 West 153 Street HDFC,Housing,307 West 153 Street HDFC,307 West 153 St,,,,,,,,,,-73.938989,40.828227
1478,#NAME?,409 Edgecombe Avenue HDFC,409 Edgecombe Avenue HDFC,Housing,409 Edgecombe Avenue HDFC,409 Edgecombe Ave,,,,,,,,,,-73.939904,40.829102
1479,#NAME?,509 West 140 Street HDFC,509 West 140 Street HDFC,Housing,509 West 140 Street HDFC,509 West 140 St,,,,,,,,,,-73.950701,40.822431
1480,#NAME?,501 West 143 Street HDFC,501 West 143 Street HDFC,Housing,501 West 143 Street HDFC,501 West 143 St,,,,,,,,,,-73.949091,40.824194
1481,#NAME?,515 West 151 Street HDFC,515 West 151 Street HDFC,Housing,515 West 151 Street HDFC,515 West 151 St,,,,,,,,,,-73.945551,40.829356
1482,#NAME?,523-25 West 152 Street HDFC,523-25 West 152 Street HDFC,Housing,523-25 West 152 Street HDFC,523-25 W 152 STreet,,,,,,,,,,-73.945588,40.830193
1483,#NAME?,512 West 156 St HDFC,512 West 156 St HDFC,Housing,512 West 156 St HDFC,512 West 156 St,,,,,,,,,,-73.94321,40.832518
1484,#NAME?,520 West 158 Street HDFC,520 West 158 Street HDFC,Housing,520 West 158 Street HDFC,520 West 158 St,,,,,,,,,,-73.942712,40.833932
1485,#NAME?,527 West 160 Street HDFC,527 West 160 Street HDFC,Housing,527 West 160 Street HDFC,527 W 160 St,,,,,,,,,,-73.942019,40.835332
1486,#NAME?,535-7 West 163rd Street HDFC,535-7 West 163rd Street HDFC,Housing,535-7 West 163rd Street HDFC,535 West 163 Street,,,,,,,,,,-73.940773,40.837257
1487,#NAME?,15 Fort Washington Ave HDFC,15 Fort Washington Ave HDFC,Housing,15 Fort Washington Ave HDFC,15 Ft Washington Ave,,,,,,,,,,-73.944633,40.835741
1488,#NAME?,Jerome Ave Tenants HDFC,Jerome Ave Tenants HDFC,Housing,Jerome Ave Tenants HDFC,941 Jerome Ave,,,,,,,,,,-73.92818,40.830355
1489,#NAME?,1218 Boston Road HDFC,1218 Boston Road HDFC,Housing,1218 Boston Road HDFC,1218 Boston Rd,,,,,,,,,,-73.901709,40.830015
1490,#NAME?,571-73 Southern Blvd HDFC,571-73 Southern Blvd HDFC,Housing,571-73 Southern Blvd HDFC,571 Southern Blvd,,,,,,,,,,-73.902712,40.812561
1491,#NAME?,883 East 165 St HDFC,883 East 165 St HDFC,Housing,883 East 165 St HDFC,883 East 165 St,,,,,,,,,,-73.898222,40.823946
1492,#NAME?,1025-1027 Leggett Avenue HDFC,1025-1027 Leggett Avenue HDFC,Housing,1025-1027 Leggett Avenue HDFC,1027 Leggett Ave,,,,,,,,,,-73.899379,40.813656
1493,#NAME?,210-12 East Tremont Avenue HDFC,210-12 East Tremont Avenue HDFC,Housing,210-12 East Tremont Avenue HDFC,212 East Tremont Ave,,,,,,,,,,-73.905296,40.848955
1494,#NAME?,1900 Longfellow Avenue HDFC,1900 Longfellow Avenue HDFC,Housing,1900 Longfellow Avenue HDFC,1900 Longfellow Ave,,,,,,,,,,-73.882188,40.839017
1495,#NAME?,2250 Webster Avenue HDFC,2250 Webster Avenue HDFC,Housing,2250 Webster Avenue HDFC,2250 Webster Ave,,,,,,,,,,-73.896036,40.855488
1496,#NAME?,3279-81 Hull Avenue HDFC,3279-81 Hull Avenue HDFC,Housing,3279-81 Hull Avenue HDFC,3279-81 Hull Ave,,,,,,,,,,-73.87489,40.876237
1497,#NAME?,333-35 East 209 Street HDFC,333-35 East 209 Street HDFC,Housing,333-35 East 209 Street HDFC,335 E. 209th Street,,,,,,,,,,-73.874081,40.876658
1498,#NAME?,1036 Manor Ave HDFC,1036 Manor Ave HDFC,Housing,1036 Manor Ave HDFC,1036 Manor Ave,,,,,,,,,,-73.875472,40.82511
1499,#NAME?,534 Graham Avenue HDFC,534 Graham Avenue HDFC,Housing,534 Graham Avenue HDFC,534 Graham Ave,,,,,,,,,,-73.946758,40.721163
1500,#NAME?,648 Grand Street HDFC,648 Grand Street HDFC,Housing,648 Grand Street HDFC,648-52 Grand St,,,,,,,,,,-73.946365,40.711374
1501,#NAME?,160 Bleecker Street HDFC,160 Bleecker Street HDFC,Housing,160 Bleecker Street HDFC,160 Bleecker St,,,,,,,,,,-73.919818,40.696524
1502,#NAME?,56-60 West 119 Street HDFC,56-60 West 119 Street HDFC,Housing,56-60 West 119 Street HDFC,56-60 W 119 St,,,,,,,,,,-73.946949,40.803363
1503,#NAME?,135-37 West 115 St HDFC,135-37 West 115 St HDFC,Housing,135-37 West 115 St HDFC,135-37 West 115 St,,,,,,,,,,-73.952024,40.802154
1504,#NAME?,500 West 145 Street HDFC,500 West 145 Street HDFC,Housing,500 West 145 Street HDFC,500 West 145 St,,,,,,,,,,-73.947927,40.825346
1505,#NAME?,539 West 160 Street HDFC,539 West 160 Street HDFC,Housing,539 West 160 Street HDFC,539 West 160 St,,,,,,,,,,-73.942438,40.835512
1506,#NAME?,501 West 156 Street HDFC,501 West 156 Street HDFC,Housing,501 West 156 Street HDFC,501 W 156th Street,,,,,,,,,,-73.942836,40.83242
1507,#NAME?,854 Intervale Avenue HDFC,854 Intervale Avenue HDFC,Housing,854 Intervale Avenue HDFC,854 Intervale Avenue,,,,,,,,,,-73.895574,40.817976
1508,#NAME?,129 MacDonough Street HDFC,129 MacDonough Street HDFC,Housing,129 MacDonough Street HDFC,129 McDonough St,,,,,,,,,,-73.941079,40.681334
1509,#NAME?,530 Manhattan Avenue HDFC,530 Manhattan Avenue HDFC,Housing,530 Manhattan Avenue HDFC,530 Manhattan Avenue,,,,,,,,,,-73.953803,40.809123
1510,#NAME?,La Borinquena HDFC,La Borinquena HDFC,Housing,La Borinquena HDFC,339-41 Bedford Ave,,,,,,,,,,-73.962663,40.712277
1511,#NAME?,1165 Fulton Avenue HDFC,1165 Fulton Avenue HDFC,Housing,1165 Fulton Avenue HDFC,1165 Fulton Ave,,,,,,,,,,-73.905358,40.829388
1512,#NAME?,14 Morningside Ave HDFC,14 Morningside Ave HDFC,Housing,14 Morningside Ave HDFC,14 Morningside Ave,,,,,,,,,,-73.958239,40.804969
1513,#NAME?,1012 Longfellow Avenue HDFC,1012 Longfellow Avenue HDFC,Housing,1012 Longfellow Avenue HDFC,1012 Longfellow Ave,,,,,,,,,,-73.887613,40.823666
1514,#NAME?,1770 Walton Avenue HDFC,1770 Walton Avenue HDFC,Housing,1770 Walton Avenue HDFC,1770 Walton Avenue,,,,,,,,,,-73.910057,40.84775
1515,#NAME?,1555 Seabury Place HDFC,1555 Seabury Place HDFC,Housing,1555 Seabury Place HDFC,1555 Seabury Place,,,,,,,,,,-73.891086,40.835392
1516,#NAME?,Nina Dunn HDFC,Nina Dunn HDFC,Housing,Nina Dunn HDFC,1670 Longfellow Ave,,,,,,,,,,-73.884966,40.834943
1517,#NAME?,463 East 178 Street HDFC,463 East 178 Street HDFC,Housing,463 East 178 Street HDFC,463 East 178 St,,,,,,,,,,-73.897658,40.848454
1518,#NAME?,2068-78 Bathgate Avenue HDFC,2068-78 Bathgate Avenue HDFC,Housing,2068-78 Bathgate Avenue HDFC,2078 Bathgate Ave,,,,,,,,,,-73.894953,40.850741
1519,#NAME?,829 Southern Blvd HDFC,829 Southern Blvd HDFC,Housing,829 Southern Blvd HDFC,829 Southern Blvd,,,,,,,,,,-73.895458,40.817085
1520,#NAME?,420 Prospect Place HDFC,420 Prospect Place HDFC,Housing,420 Prospect Place HDFC,420 Prospect Place,,,,,,,,,,-73.962415,40.676287
1521,#NAME?,1001 Progressive HDFC,1001 Progressive HDFC,Housing,1001 Progressive HDFC,1001 President Street,,,,,,,,,,-73.958296,40.668852
1522,#NAME?,184 Monroe Street HDFC,184 Monroe Street HDFC,Housing,184 Monroe Street HDFC,184 Monroe St,,,,,,,,,,-73.951862,40.685295
1523,#NAME?,71-73 Clifton Place HDFC,71-73 Clifton Place HDFC,Housing,71-73 Clifton Place HDFC,71 Clifton Place,,,,,,,,,,-73.961288,40.688016
1524,#NAME?,76 Richardson Street HDFC,76 Richardson Street HDFC,Housing,76 Richardson Street HDFC,76 Richardson St,,,,,,,,,,-73.949118,40.718359
1525,#NAME?,218 Scholes Street HDFC,218 Scholes Street HDFC,Housing,218 Scholes Street HDFC,204 Bushwick Ave,,,,,,,,,,-73.940076,40.7089
1526,#NAME?,1087 Bushwick Ave HDFC,1087 Bushwick Ave HDFC,Housing,1087 Bushwick Ave HDFC,1087 Bushwick,,,,,,,,,,-73.91944,40.690275
